gerald,0.031198846726190475
thanks,0.027351058757915946
fax,0.025638284769144145
scott,0.02354281556372549
enron,0.023257905808372937
questions,0.022353744506835936
blackberry,0.02220916748046875
sent,0.02188776827406609
forecast,0.02185596010220126
agreement,0.02160365635984183
file,0.021506285056089744
tuesday,0.019890393708881578
sally,0.01945694633152174
handheld,0.018876509232954544
anything,0.018373194280660376
assistant,0.018262610587899544
friday,0.018173012129380054
chris,0.017551148135359115
east,0.016952626026459854
date,0.016725672173329355
lisa,0.016272503396739132
visit,0.015902402290531335
customer,0.015815684997957515
texas,0.015757921006944446
hope,0.01561631334854869
revised,0.015588270879424779
his,0.015517226210585586
i'm,0.014983960370111732
s,0.014804897682099262
love,0.014795622757177034
added,0.014729817708333334
december,0.014595269097222223
set,0.014571844362745098
thursday,0.014446875
status,0.014412036203170029
use,0.014402178518167028
going,0.014395025712025316
approval,0.014353464076246334
dave,0.014329559948979591
receipt,0.014300922015765766
book,0.014213274712343096
thank,0.014093007874602544
dear,0.014023418574370155
request,0.0139007568359375
wireless,0.013604987157534247
appreciate,0.013554483340592335
they,0.013553043515553522
unleaded,0.013466850828729282
time,0.013340209832035375
deals,0.013200266768292683
seeing,0.013166155133928572
changes,0.013163857831212575
forwarded,0.01315822849025974
issue,0.01313228283898305
discussed,0.012972621450445435
account,0.012968379739336493
call,0.012898838512677799
research,0.012880067567567568
pm,0.012840891360556349
reports,0.012770573895676691
reminder,0.012744568941885965
november,0.012597851823264353
help,0.012542224321209017
report,0.012516666802583508
guys,0.01248446377840909
still,0.012462150361349036
material,0.012434651080827067
last,0.012250004982461735
would,0.012185775959794438
yesterday,0.012137276785714286
books,0.01197171498493976
curve,0.011962890625
kevin,0.011913402660472973
group,0.011898797062227668
order,0.011878268177290837
just,0.011839484751094092
weekend,0.011834333484299516
west,0.011826337394067797
regarding,0.011727386267006803
morning,0.011682670104679802
wednesday,0.011607080297085202
page,0.01149961172816265
spread,0.011488715277777778
issues,0.011474609375
hot,0.01123046875
presentation,0.01112163497740964
discussion,0.010909763313609468
project,0.010872395833333333
thought,0.010828629635167465
sale,0.010764723557692308
review,0.010716910314078282
crude,0.010681881847609561
considered,0.010553131528551533
notes,0.010443436472039474
6,0.010429890950520833
name,0.010420145515267175
corp,0.010404250201056986
dated,0.010302734375
houston,0.010299657312396352
team,0.010297908339389535
clients,0.010263720948492462
office,0.010233238260582011
pager,0.010224899443069308
copy,0.010190302479959919
service,0.010149065080705707
updated,0.010115982650162338
sheet,0.010091145833333334
best,0.010083216479700854
tomorrow,0.010076226128472223
received,0.010067301950636943
believe,0.010059908985690235
lunch,0.009924073882450332
asp,0.009922155352870813
o,0.009912281912544169
august,0.009897085336538462
cell,0.009818455430327869
password,0.009741402170365536
stephanie,0.009610661489520958
during,0.009581812560328185
including,0.009578450520833334
points,0.009475209354575163
directors,0.00940427400468384
monday,0.009350822967233009
out,0.009288114659926471
weekly,0.009224840389784945
additional,0.009199478301495017
into,0.009183814575329309
available,0.009181743421052631
forward,0.009134191656511142
other,0.009093200268388606
tonight,0.00908954326923077
thoughts,0.009067007211538462
scheduled,0.009043270779639175
louise,0.009007161458333333
each,0.00900453629032258
nancy,0.00897216796875
e,0.008759445908542824
21,0.008738199869791666
list,0.008722893545560748
01,0.008709479330967402
wishes,0.008705540707236841
distillate,0.008551263189935064
website,0.008548583984375
morris,0.00850382889851485
were,0.008472278805598159
should,0.00842900703994761
floor,0.008418197855571848
october,0.008401474273731587
delivery,0.008390663868159204
so,0.00831880768459069
risk,0.008295270174943567
doc,0.008292850928074245
employee,0.00826171875
following,0.008256322360675038
outside,0.008232490166083916
it's,0.008212681574923547
sorry,0.00821137764084507
world,0.008210295563811188
had,0.008188866192699491
those,0.00815889702752554
class,0.008155025652985074
think,0.008133403516548463
800,0.008131951800847458
done,0.00810401119402985
production,0.008066030649038462
which,0.008039728574600355
products,0.008031939338235294
state,0.008007293051861703
org,0.007987902002427185
code,0.007985276442307692
05,0.007982235863095238
2001,0.007943489638646984
storage,0.007940673828125
conference,0.007923214934593024
williams,0.00786407900528169
letter,0.007859814074612403
yahoo,0.007858897765837104
type,0.007856339493034055
laura,0.007830584490740741
2002,0.007830465670170829
greenberg,0.00779296875
some,0.007786092424443266
however,0.007717809944509346
unit,0.0076171875
susan,0.007592505151098901
peter,0.007588465073529412
several,0.007548376334519573
find,0.007521143499410378
tel,0.00748344089673913
white,0.007365399096385542
receive,0.007340219509778013
stacey,0.007302024147727273
florida,0.007296316964285714
24,0.0072778629351265825
invitation,0.007253109830097087
support,0.007242199764521193
director,0.007241337061808118
above,0.007221905482297688
although,0.007207390720858895
index,0.007199815883757962
michael,0.007124103483606557
management,0.007108581852791878
50,0.007101108965355805
been,0.007093601530274013
requested,0.007085755813953488
good,0.007061229032628676
transportation,0.007055965470679012
watkins,0.007055932348901099
moved,0.007021949404761905
run,0.007000438669786096
jim,0.006998697916666667
change,0.0069774508672003285
vwatkins,0.006946382068452381
data,0.006917144189765459
"the",0.006901808418094219
as,0.006802573808119946
not,0.006798674345555018
id,0.0067985178154205605
operations,0.006770459171455938
new,0.006714996852885139
county,0.006660893278301887
summary,0.006634494114349776
once,0.006633391203703704
executive,0.006627288683920705
view,0.006624851543942993
sales,0.0065957666412601625
3d1,0.006578233506944444
since,0.006570761259791123
3,0.006566238158317277
add,0.006533974095394737
docs,0.006484813904494382
cut,0.006481352306547619
already,0.0064757547260802465
26,0.006468700761554621
psr,0.006429036458333333
origination,0.006425233644859813
872,0.006374782986111111
description,0.006359422063253012
items,0.006353811055672269
max,0.006312779017857143
senior,0.006306966145833333
portland,0.006302814094387755
language,0.006294582201086957
taking,0.0062408447265625
worked,0.00623686974789916
same,0.006216517857142857
her,0.0062134720896946565
second,0.0061981201171875
of,0.006140647278992395
